Faction,#,Rarity,Type,Name,Point Cost,Masts,Cargo,Base Move,Cannons,Link,Ability,Flavor Text,Treasure Values,SheetName,Set,Edits Log,"If you see something in this Master Spreadsheet that you know is incorrect, message me at any of the Pirates CSG community sites or a7xfanben@gmail.com.  Thanks!"
Spanish,SS-008,Uncommon,Ship,Cazador Del Pirata  ,11.0,3.0,6.0,L,3L-3L-3L,,This ship gets +1 to her cannon rolls against Pirate ships.,"The crew of the ""Pirate Hunter"" was literally whipped into shape by the obsessive Almirante Devante del Nero. He ensured that the only thing they hated more than him was pirates.",,Spanish Main First Edition,,,
Spanish,SS-009,Uncommon,Ship,La Resolucion  ,12.0,4.0,4.0,L,2S-3L-3L-2S,,"Once per turn, this ship may randomly take one treasure from any ship she touches.","Capitán Alberto Ladrón was sent from the Castilian court in disgrace, his commission as capitán the only recognition of his years of royal service. He now uses the La Resolución to prepare for his triumphant return to the royal court.",,Spanish Main First Edition,,,
Spanish,SS-010,Uncommon,Ship,Asesino de la Nave  ,12.0,3.0,4.0,L,2S-2S-2S,,"When this ship hits an enemy ship, you may also eliminate one cargo from that ship.","The ""Ship Killer"" is armed with huge bore cannons capable of devastating short-range damage. Capitán Gonzalo Mora first rose to prominence on her deck.",,Spanish Main First Edition,,,
Spanish,SS-011,Common,Ship,La Furia  ,12.0,2.0,3.0,L,3S-3S,,This ship eliminates two masts with one hit.,"Although ""The Fury"" was outfitted with the same cannons as the Asesino de la Nave, she does not perform as well at short range, a fact that can be attributed only to the quality of her gun crew.",,Spanish Main First Edition,,,
Spanish,SS-012,Common,Ship,El Duque  ,11.0,3.0,4.0,S+S,4S-3L-4S,,"If this ship has a Captain crew, she gets +1 to her cannon rolls.","The Duke was once the largest Spanish ship permanently stationed in the Caribbean. Even though there are now larger ships in the area, the El Duque is still the fleet's flagship by virtue of her exceptional crew.",,Spanish Main First Edition,,,
Spanish,SS-013,Common,Ship,Pescados de Plata  ,8.0,2.0,3.0,S+S,2S-2S,,"Once per turn, this ship may move S after unloading cargo.","The ""Silver Fish"" is fast and agile. Her crews are all ex–merchant sailors, and so they are expert cargo handlers",,Spanish Main First Edition,,,
Spanish,SS-014,Common,Ship,El Corazon del Mar  ,8.0,3.0,3.0,L,2S-4L-2S,,"If derelict, this ship gains a base move of S.","The crew of ""The Heart of the Sea"" certainly live up to their ship's name: They put their hearts and backs into anything they do.",,Spanish Main First Edition,,,
Spanish,SS-015,Common,Ship,El Picador  ,5.0,2.0,2.0,S+S,3S-3S,,,"The Bullfighter was named after the story of a famous matador who went to sea after losing his leg in the arena. His spirit is said to inhabit this ship, bringing much courage to her crew.",,Spanish Main First Edition,,,
Spanish,SS-016,Common,Ship,El Leon  ,9.0,3.0,3.0,L,2S-2L-2S,,Ramming cannot eliminate this ship's masts.,"The capitán of ""The Lion"" relies on his ship's incredibly strong hull and his crew's bloodthirsty nature. In combat, he favors closing in quickly and then sending boarding parties.",,Spanish Main First Edition,,,
Spanish,SC-001,Rare,Crew,Capitán Alarico Castro,3.0,,,,,Castro's Loyalists,"Once per turn before you give this ship an action, roll a D6. On a 5 or 6, this ship may be given the same action twice.","Castro is a dedicated man, but ultimately not to Spain. He  ""overcame"" his Moorish heritage to rise to the top of the Spanish Navy, but he plots against every Castilian who has wronged him. Castro does his duty, but he patiently waits to make his move.",,Spanish Main First Edition,,,
Spanish,SC-002,Rare,Crew,Comandante Luys de Alva,3.0,,,,,,This ship gets +1 to her cannon rolls against English ships.,"Some say that de Alva's influential parents are the reason for his rapid climb in the Spanish Navy; these people do not know de Alva. His singular vision is to rid the Spanish Main of foreign holdings, starting with the English and the pirates they sponsor. De Alva's biggest weakness is becoming too ""involved"" with his ""prizes.""",,Spanish Main First Edition,,,
Spanish,SC-003,Common,Crew,Master Gunner Rogelio Vazquez,5.0,,,,,Joaquin Vega,All of this ship's cannons have L range.,"Vazquez can hit a wine glass with a cannonball at 500 yards. He secretly desires to own a weapon made by the master himself, Charles Southwyn, so he searches through every treasure haul, looking for items made by the English legend.",,Spanish Main First Edition,,,
Spanish,SC-003,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main First Edition,,,
Spanish,SC-004,Common,Crew,Master Bianco,3.0,,,,,Bianco's Haulers,This ship gets +1 cargo spaces. This crew takes up no cargo space.,"This quiet, unassuming man is in demand for his unrivaled cargo-packing efficiency. But only Capitán Castro knows that Bianco always packs away something extra for himself. Bianco knows that Castro will one day require payment for his secrecy.",,Spanish Main First Edition,,,
Spanish,SC-004,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main First Edition,,,
Spanish,SC-005,Common,Crew,Fernando Sanchez,5.0,,,,,Nemesio Diaz,"This ship may dock at an enemy home island and load one treasure. If able, she must leave on your next turn.","Sanchez uses information smuggled to him by Nemesio Diaz to raid enemy ports when they are most laden with gold. Sanchez has put a price on Hawkins' head for tricking his galleon onto a reef, and he's doubled that price for Hawkins' monkey, Skyme. His expensive hatred of the monkey remains unexplained.",,Spanish Main First Edition,,,
Spanish,SC-005,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main First Edition,,,
Spanish,SC-006,Common,Crew,Almirante Devante del Nero,3.0,,,,,,This ship gets +1 to her cannon rolls against Pirate ships.,"Almirante del Nero, commander of the Armada de Barlavento, is a man driven almost mad by his zeal to rid the Spanish Main of pirates. To fail will be to fail his duty to God. His vision is so singular that he even secretly corresponds with his nation's enemy, Governor Lynch of Jamaica.",,Spanish Main First Edition,,,
Spanish,SC-006,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main First Edition,,,
Spanish,SC-007,Common,Crew,Castro's Loyalists,2.0,,,,,Capitán Alarico Castro,This ship gets +1 to her boarding rolls.,"Over the years, Capitán Castro has surrounded himself with loyal crew. They are hardened men who fight well and don't question their orders, and Castro is betting on that when the time comes to change flags.",,Spanish Main First Edition,,,
Spanish,SC-007,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main First Edition,,,
Spanish,SC-008,Common,Crew,Joaquin Vega,4.0,,,,,Master Gunner Rogelio Vazquez,This ship ignores the first hit she takes each turn as long as she has all of her masts.,"Joaquin Vega is a master blacksmith. His swords rival those of Castile, and his ship armor is unparalleled the world over.",,Spanish Main First Edition,,,
Spanish,SC-008,Common,Crew,Musketeer,3.0,,,,,,This ship gains one rank 3 cannon with S range cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main First Edition,,,
Spanish,SC-009,Common,Crew,Bianco's Haulers,3.0,,,,,Master Bianco,This ship may unload cargo at your home island if she's within S of it.,Master Bianco has a small fleet that shuttles his secret stores from the ships in the middle of the night. The strong backs and iron arms of his Haulers help to move the cargo quickly by rowboat and to defend it from curious eyes and meddling hands.,,Spanish Main First Edition,,,
Spanish,SC-009,Common,Crew,Musketeer,3.0,,,,,,This ship gains one rank 3 cannon with S range cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main First Edition,,,
Spanish,SC-010,Common,Crew,Nemesio Diaz,5.0,,,,,Fernando Sanchez,"Once per turn, cancel the ability of one crew or ship within S of this ship.","Nemesio Diaz (aka William Cob, Jean Parisot la Valette, and Michel van Horn) is a true son of Spain, but he spends most of his time spying on the aristocracy of Spain's enemies. He works to defeat any who would plunder the riches that are Spain's by papal decree; that is, all of the Americas.",,Spanish Main First Edition,,,
Spanish,SC-010,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main First Edition,,,
Spanish,SC-011,Common,Crew,Gonzalo Mora,2.0,,,,,,"When this ship hits another ship, you choose which mast is eliminated.","Capitán Mora is a shark who prefers surgical strikes to the blundering tactics of the English. His instincts about the weak spot of a fleet or ship are amazing, allowing his gunners to do more damage with a single shot than other crews might do with several broadsides.",,Spanish Main First Edition,,,
Spanish,SC-011,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main First Edition,,,
Spanish,SC-012,Common,Crew,Comandante Antonio de Silva,2.0,,,,,,"Once per turn when this ship hits an enemy ship, also eliminate one crew from that ship.","As a King's Marine, de Silva was once one of Spain's top musketeers. When he lost his right eye to a grape-shot volley fired by Christopher Myngs' ship, he feared for his career. But he learned to shoot all over again, vowing revenge on Myngs, his pirates, and all English.",,Spanish Main First Edition,,,
Spanish,SC-012,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main First Edition,,,
UT,T-001,Rare,Treasure,Shipping Charts,,,,,,,"Once per turn, this ship may look at one face-down cargo on any ship.",,"6,5,4,3,2,2,1,1,1",Spanish Main First Edition,,,
UT,T-002,Rare,Treasure,Marksman's Map,,,,,,,"Once per turn, this ship may look at one face-down treasure on any island.",,"6,5,4,3,2,2,1,1,1",Spanish Main First Edition,,,
UT,T-003,Rare,Treasure,Forged Papers,,,,,,,This ship may dock and explore a wild island using the same move action.,,"6,5,4,3,2,2,1,1,1",Spanish Main First Edition,,,
UT,T-004,Rare,Treasure,Homemade Flag,,,,,,,Cannon ranges of enemy ships are reduced to S against this ship.,,"6,5,4,3,2,2,1,1,1",Spanish Main First Edition,,,
UT,T-005,Rare,Treasure,Rum,,,,,,,Do not give this ship an action the turn after loading Rum. Rum is worth gold equal to 6 minus the number of this ship's crew when Rum was loaded.,,"6,5,4,3,2,2,1,1,1",Spanish Main First Edition,,,
UT,T-006,Rare,Treasure,Plague,,,,,,,"Eliminate all crew on this ship; she cannot dock. When she touches another ship, unload Plague onto that ship.",,"6,5,4,3,2,2,1,1,1",Spanish Main First Edition,,,
English,T-007,Generic,Crew/T,Captain,3.0,,,,,,This ship may move and shoot using the same move action.,,,Spanish Main First Edition,,,
Pirate,T-008,Generic,Crew/T,Captain,3.0,,,,,,This ship may move and shoot using the same move action.,,,Spanish Main First Edition,,,
Pirate,T-009,Generic,Crew/T,Cannoneer,2.0,,,,,,"Once per turn, one of this ship's cannons may shoot again if it misses.",,,Spanish Main First Edition,,,
Spanish,T-010,Generic,Crew/T,Captain,3.0,,,,,,This ship may move and shoot using the same move action.,,,Spanish Main First Edition,,,
Spanish,T-011,Generic,Crew/T,Cannoneer,2.0,,,,,,"Once per turn, one of this ship's cannons may shoot again if it misses.",,,Spanish Main First Edition,,,
Pirate,T-012,Generic,Crew/T,Helmsman,2.0,,,,,,This ship gets +S to her base move.,,,Spanish Main First Edition,,,
Pirate,T-013,Generic,Crew/T,Captain,3.0,,,,,,This ship may move and shoot using the same move action.,,,Spanish Main First Edition,,,
English,T-014,Generic,Crew/T,Cannoneer,2.0,,,,,,"Once per turn, one of this ship's cannons may shoot again if it misses.",,,Spanish Main First Edition,,,
Pirate,T-015,Generic,Crew/T,Cannoneer,2.0,,,,,,"Once per turn, one of this ship's cannons may shoot again if it misses.",,,Spanish Main First Edition,,,
English,T-016,Generic,Crew/T,Helmsman,2.0,,,,,,This ship gets +S to her base move.,,,Spanish Main First Edition,,,
Spanish,T-017,Generic,Crew/T,Helmsman,2.0,,,,,,This ship gets +S to her base move.,,,Spanish Main First Edition,,,
Pirate,T-018,Generic,Crew/T,Helmsman,2.0,,,,,,This ship gets +S to her base move.,,,Spanish Main First Edition,,,
Pirate,T-019,Generic,Crew/T,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main First Edition,,,
English,T-020,Generic,Crew/T,Musketeer,3.0,,,,,,This ship gains one 3S cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main First Edition,,,
Spanish,T-021,Generic,Crew/T,Musketeer,3.0,,,,,,This ship gains one 3S cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main First Edition,,,
Pirate,T-022,Generic,Crew/T,Musketeer,3.0,,,,,,This ship gains one 3S cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main First Edition,,,
Pirate,T-023,Generic,Crew/T,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main First Edition,,,
